Season|Name|Description|LatinoURL|SpanishURL|EnglishURL|ImageURL
1|Intercambio Cultural|Bart es enviado a Francia, como estudiante de intercambio y es obligado a vivir con dos productores de vino francés. En su lugar, la familia Simpson recibe a Adil, un estudiante de Albania, que en realidad es un espía que roba secretos de la planta de energía nuclear de Springfield. Bart descubre que su viaje a Francia no fue tan buena idea.|https://1.bp.blogspot.com/KsYd9q8N5wdeR6y4_MuSgllRk8mFtWyvz-4mLtbbCb4=m18|||https://image.tmdb.org/t/p/original/4WWa5tx59Dx6emw6lgbPfrI7Vf2.jpg&w=200&h=110&zc=1
1|Krusty va a la carcel|Con la ayuda de Homero como testigo, Krusty el Payaso es detenido por asaltar el Kwik-e-Mart. Convencido de que su héroe ha sido falsamente acusado, Bart se esfuerza por limpiar el nombre de Krusty e inicia una investigación junto a Lisa para desenmascarar al verdadero culpable.|https://1.bp.blogspot.com/di_du06cpns7c_W9ZDGrO_fkUa_1wpoGQfiDb5h11pg=m18|||https://image.tmdb.org/t/p/original/kxfhvmV69MH0FIUue0j706NcJla.jpg&w=200&h=110&zc=1
1|Una Noche Encantadora|Homero y Marge disfrutan de la cena romántica que tanta falta les hace y dejan a Bart, Lisa y Maggie con una niñera. Bart y Lisa descubren que la Señora Botz no es más ni menos que la 'niñera ladrona'.|https://1.bp.blogspot.com/N1nra5JG7Q9AJlpLO4YAR8sv1yh4ap6hIXuOfaf6tRI=m18|||https://image.tmdb.org/t/p/original/2wKuqPqjztOXo5k1KHoXm9gZe7I.jpg&w=200&h=110&zc=1
2|Bart reprueba|Después de reprobar el examen de historia, Bart llega a un acuerdo con Martin Prince para convertirlo en un chico popular a cambio de ayudarlo a estudiar. Bart logra transformar a Martin en un chico normal, pero Martin no cumple su parte del trato y Bart, una vez más, está en peligro de reprobar.|https://1.bp.blogspot.com/KkxFrCJVDFs6tX05Sy_VfNJ_inJ441xm515xCJvJrDs=m18|||https://image.tmdb.org/t/p/original/cGH65vM4uWGosOjIyLLAuh1sqSD.jpg&w=200&h=110&zc=1
2|Simpson y Dalila|Homero prueba un nuevo producto llamado Dimoxinil, para el crecimiento del cabello, y le crecerá una nueva y abundante cabellera. A Marge le parece que el nuevo Homero es muy sensual y el Señor Burns confunde a su empleado más incompetente con un joven hambriento de triunfar y le da un ascenso. Como parte de su nuevo puesto, Homero tendrá a un colaborador extraordinariamente atento, llamado Karl, que se asegurará que cada paso dado sea correcto y que todas sus acciones sean un éxito. Estrella invitada: Harvey Fierstein.|https://1.bp.blogspot.com/aqP2Gcp8oHaZB1fxE4DpbZUadSOqoV1HSXQpFURHD0U=m18|||https://image.tmdb.org/t/p/original/1gZTa6KuyYR1XYr45vttgaIDPZO.jpg&w=200&h=110&zc=1
2|El Especial de Noche de Brujas de los Simpsons|Bart y Lisa se cuentan historias de horror en la casa del árbol: - Bad Dream House: La familia se muda a una casa encantada. - Hungry Are The Damned: Los Simpson son secuestrados por extraterrestres, y piensan que van a ser comidos. - The Raven: Adaptación del clásico de Edgar Allan Poe con Homero como protagonista. Estrella invitada: James Earl Jones.|https://1.bp.blogspot.com/hQfW1naO-VX--QbCXLli3F_PcIRZoTG-QrnGsSyh2bQ=m18|||https://image.tmdb.org/t/p/original/tEU1iDF4srl2w1ytdTXJUX20NET.jpg&w=200&h=110&zc=1
2|Dos autos en cada cochera Y tres ojos en cada pez|Bart y Lisa atrapan un pez de tres ojos en un arroyo contaminado, cercano a la planta de energía nuclear de Springfield, lo que provocará una oleada de publicidad negativa para el Señor Burns. A fin de enfrentar a los medios, Burns decide buscar la candidatura como gobernador.|https://1.bp.blogspot.com/HBUeZ3r6WXih1VoPF54O8zQWP08riempEyfJVQ91h6E=m18|||https://image.tmdb.org/t/p/original/8mzYccnHOLggubo0v99hUG8ih6j.jpg&w=200&h=110&zc=1
2|Homero, el Animador|Al verlo bailar en un partido de béisbol, Homero atrae la atención del propietario del equipo, quien lo contrata para convertirse en la mascota de los Capitales de Ciudad Capital. Homero descubre que sus movimientos no son recibidos en Ciudad Capital tan bien como en Springfield. Estrellas invitadas: Tony Bennett y Tom Poston.|https://1.bp.blogspot.com/HCDWEmsuJ9wJBhx8lR7N4kAuhKG-IwwrbhyI7JUNSLg=m18|||https://image.tmdb.org/t/p/original/n4IluAcBEQZYRydomjNj2soJkIF.jpg&w=200&h=110&zc=1
2|La sociedad de los golfistas muertos|Para saber quién es el mejor del barrio, Homero y Ned Flanders colocan a Bart y a Todd frente a frente en una competencia de mini-golf. Los chicos entrenan sin cesar para el gran día, pero es obvio que el torneo es más importante para Homero y para Ned, quienes han apostado que el padre del perdedor deberá podar el jardín de su vecino, usando el vestido de su esposa.|https://1.bp.blogspot.com/px8lKt-NH7jFkLqI0WLlYh1aLKE1_6pN4QR4v8x6beM=m18|||https://image.tmdb.org/t/p/original/9eyPU65ltsq3eKXhegkH9JW4eRd.jpg&w=200&h=110&zc=1
2|Bart contra el dia de gracias|Lisa se prepara para el Día de Acción de Gracias, haciendo un centro de mesa dedicado a las heroínas de la historia de los Estados Unidos. Bart pelea con Lisa y accidentalmente arroja el centro de mesa de Lisa a la chimenea, destruyéndolo. Estrella invitada: Greg Berg.|https://1.bp.blogspot.com/0KlA2ebGKW85CKYI4l0GTuHGIXVX9BBlFyEbnFVyDA8=m18|||https://image.tmdb.org/t/p/original/vJKX9dEvLna5NtWsq3JAQJkjR18.jpg&w=200&h=110&zc=1
2|Bart el temerario|En la competencia de camiones monstruo, Bart ve al capitán Lance Murdock, un piloto que tratará de saltar con su motocicleta, sobre un tanque repleto de enormes tiburones blancos, anguilas eléctricas, pirañas, lagartos y un feroz león. Inspirado por Murdock, Bart intenta saltos más arriesgados con su patineta, hasta que pone la mira en el desfiladero de Springfield.|https://1.bp.blogspot.com/ez8ruEHwpQJKUA1bsR5YiUKU9u7QRzvIP4RzK3nIAwQ=m18|||https://image.tmdb.org/t/p/original/t5tCwaAHkmqP8p539uke3s8DjjU.jpg&w=200&h=110&zc=1
2|Tomy, Daly y Marge|Convencida de que las imágenes del programa de Tomy y Daly son una pésima influencia para los niños, Marge inicia una solitaria campaña en contra del programa, lo que obliga a su creador, Roger Meyers Jr. a modificar la violencia por tramas suaves y amorosas.|https://1.bp.blogspot.com/y4SbyaGSGH1-NfjJjv5G8TX_xbi5NO5Jj3GAVmY2ZII=m18|||https://image.tmdb.org/t/p/original/s65qbJi9RqnwduMI7UkoYiYtGoo.jpg&w=200&h=110&zc=1
2|Bart es atropellado|El Señor Burns atropella a Bart con su auto, dejándolo inconsciente. Después de consultar al corrupto abogado, Lionel Hutz, Homero y Marge intentan demandar al Señor Burns por un millón de dólares.|https://1.bp.blogspot.com/_PlfFl8JL3V403f9ptJvLzdpXGeeqp2lWh5VHbdbOy8=m18|||https://image.tmdb.org/t/p/original/icNogNW8ZZa69IrnEF95q70W1fM.jpg&w=200&h=110&zc=1
2|Aviso de muerte|Homero descubre las maravillas del sushi, al probar cada uno de los pescados que aparecen en el menú del restaurante japonés. Pero es envenenado cuando come Pez globo. Luego de consultar al Doctor Hibbert, éste le da 24 horas restantes de vida. Estrellas invitadas: George Takei, Joey Miyashima, Diane Tanaka y Larry King.|https://1.bp.blogspot.com/8o6vFSUivDg4U0QRsgFymaeSJ4vg-v7efPfRCsRUw9M=m18|||https://image.tmdb.org/t/p/original/jhhPREgsk2e4nD1cfjh5sN14HzK.jpg&w=200&h=110&zc=1
2|Los años que vivimos|Cuando se descompone el televisor, Marge aprovecha la oportunidad para compartir con Bart y Lisa la historia de cómo conoció a Homero. Estrella invitada: Jon Lovitz.|https://1.bp.blogspot.com/ufVk0QnGIkBdctJuHKClP_25cBIILaePUzmrJ65CaYk=m18|||https://image.tmdb.org/t/p/original/oqYBwoRlY7l1w72YKbkBFsnmivF.jpg&w=200&h=110&zc=1
2|No robarás|Homero se convierte en el sujeto más popular de la ciudad cuando se conecta ilegalmente a un servicio de televisión por cable. Pero Lisa no lo aprueba y teme que Homero vaya al infierno por violar el octavo mandamiento.|https://1.bp.blogspot.com/Z_mpemK-cyIvQaOysFTvgdagp2xUjUvk9CS8U0PWCRo=m18|||https://image.tmdb.org/t/p/original/oiCBuuPS8siaV0yo4BeQzRYPH5S.jpg&w=200&h=110&zc=1
2|El último tren|Marge solicita la ayuda de Homero para encontrarle esposo a Selma. Luego de buscar a varios, se decide por Skinner, y lo invita a una cena con la familia, pero se enamora de Patty, provocando que Selma se sienta más deprimida.|https://1.bp.blogspot.com/dzIkP6OCnZDlqNbvz-0pwqbZAJw1Rig06mOpvHNauRU=m18|||https://image.tmdb.org/t/p/original/o8KfsDWUm7BSWmT2Hll2Tc4CkOR.jpg&w=200&h=110&zc=1
2|Dónde estás hermano mio|Tras sufrir un ataque cardíaco, el abuelo Simpson le confiesa a Homero que tiene un hermano desconocido. Homero investiga y encuentra a su hermanastro perdido, Herb Powell, que resulta ser un millonario, presidente de una compañía automovilística. Estrella invitada: Danny DeVito.|https://1.bp.blogspot.com/hsju0ysIAUhX2NvBqceJzEaWxybgBi3XZrJARbneit0=m18|||https://image.tmdb.org/t/p/original/HMYJuJmfUdqOvrnXOJjzqlBXO.jpg&w=200&h=110&zc=1
2|El perro de Bart reprueba|Ayudante de Santa, el perro de la familia, es enviado a una escuela de obediencia luego de comer varios objetos de gran valor sentimental para la familia. Estrella invitada: Tracey Ullman.|https://1.bp.blogspot.com/QEJdrijxve4KU016-PBTXfXYZaMPbP_XTRlum231YU8=m18|||https://image.tmdb.org/t/p/original/hkxmOr8ZFLi1MPfB4HK4F0KTJBc.jpg&w=200&h=110&zc=1
2|Nuestros Años Felices|El abuelo Simpson tiene un apasionado romance con Bea Simmons, una compañera del geriátrico, hasta que ella muere. Abraham hereda una importante suma de dinero y decide donarla a quien más la necesite en Springfield. Estrella invitada: Audrey Meadows.|https://1.bp.blogspot.com/B5Op8NLhpF9okNGIWSMj9fc5yMYRMuauW8yHYYF6CP8=m18|||https://image.tmdb.org/t/p/original/hwzg7XV04VAC3PN9A92tr87WGj3.jpg&w=200&h=110&zc=1
2|Pinceles con grandeza|Mientras Homero intenta bajar de peso luego de un avergonzante episodio en el Monte Splashmore, Marge decide, motivada por una respuesta de Ringo Starr a su carta de 1966, volver a la pintura. Le es comisionado un retrato del señor Burns. Estrellas invitadas: Jon Lovitz y Ringo Starr.|https://1.bp.blogspot.com/_vDMImXar0n1RnhKfL749YZMn6RYUwxJAagWi0Hb5No=m18|||https://image.tmdb.org/t/p/original/wuexVONjIOoJXxi2vBpCs6enE9w.jpg&w=200&h=110&zc=1
2|El Sustituto de Lisa|La maestra de Lisa se enferma, y en su reemplazo llega el señor Bergstrom, quien le enseña que vale la pena vivir. Mientras, Bart y Martin disputan la presidencia de su clase. Estrella invitada: Dustin Hoffman (bajo el seudónimo de Sam Etic).|https://1.bp.blogspot.com/TaVcgTRMLg9EYxuEiUp0FeVVG0-U-8leIp8oImFp3u8=m18|||https://image.tmdb.org/t/p/original/yMIi7NINKGPdAzysv1I5sQqi3IF.jpg&w=200&h=110&zc=1
2|La guerra de los Simpsons|Después de que Homero se emborrachara en una fiesta, Marge decide asistir a un fin de semana de reconstrucción de parejas auspiciado por la iglesia, en el que Homero planea aprovechar para pescar. Mientras, dejan la casa a cargo del abuelo.|https://1.bp.blogspot.com/KYirm32HJV0mAXGh-8TJqt5juSXwgDmZUaF_SmZMB1A=m18|||https://image.tmdb.org/t/p/original/4wVYBPuMIMX8yOr1VMx7d4Vv4Q0.jpg&w=200&h=110&zc=1
2|Tres Hombres y una Historieta|Bart, Milhouse y Martin compran entre los tres el número 1 del Hombre Radioactivo, pero encuentran problemas a la hora de compartirlo. Estrellas invitadas: Chloris Leachman y Daniel Stern.|https://1.bp.blogspot.com/pgt8bKlLdCvGnMPUOi3FaTKKIWxPjQ5l8syGN0_Gwj4=m18|||https://image.tmdb.org/t/p/original/24v7ThTUoWsRy9QePaj0ZbzA5Uc.jpg&w=200&h=110&zc=1
2|Sangre nueva|El Señor Burns necesita sangre del tipo 0 negativo, que Bart tiene. Y Homero está dipuesto a hacer que Bart se la done, pero no sin una buena recompensa.|https://1.bp.blogspot.com/oAOtlnF2OofrlsazSAGhvjYv230aPLUJeBCUChcurb0=m18|||https://image.tmdb.org/t/p/original/7sOVW9GuAlJnNHqSEaSb8I51Mf7.jpg&w=200&h=110&zc=1
3|Papá Esta Loco|Bart deja su gorra roja en el lavarropas, por lo que todas las camisas de Homero se tiñen de rosa. Homero usa una de esas camisas rosas en la planta nuclear. Se lo toma por loco y se lo manda a un manicomio, donde conoce a un hombre que habla y camina como Michael Jackson. Estrella invitada: Michael Jackson (bajo el seudónimo de John Jay Smith).|https://1.bp.blogspot.com/kAHj8Yp0OWqH-jHu47_6G86Pg3Ew0J__RpbNmuXFyjM=m18|||https://image.tmdb.org/t/p/original/4FF7LnpvqQQKgixMoluxtcqAnEr.jpg&w=200&h=110&zc=1
3|El Patriotismo de Lisa|Lisa gana un viaje para toda la familia a Washington en un concurso de ensayos patrióticos del Reading Digest. Pero su fe en la democracia es severamente afectada cuando ve a un legislador aceptar un soborno.|https://1.bp.blogspot.com/Bkl0a5bKHbjlnoQQihyR-JZJfEk1H7bChSYoXyh3d-U=m18|||https://image.tmdb.org/t/p/original/lRTUyhxBzYrtaC7YvKS1tDuYb6L.jpg&w=200&h=110&zc=1
3|El Dia que Cayo Flanders|El deseo de Homero de ver a Flanders arruinado se hace realidad cuando el religioso vecino de los Simpson deja su trabajo para poner una tienda de artículos para zurdos que no tiene éxito entre los ciudadanos de Springfield.|https://1.bp.blogspot.com/-86O8JAeztGAZpV4Xo7cn8eKT__MzXL1lR0TCrhg69w=m18|||https://image.tmdb.org/t/p/original/og9K8u6xTF2eBSzxEjBvB5qOwhw.jpg&w=200&h=110&zc=1
3|El Pequeno Padrino|Después de un día de escuela particularmente malo, Bart cae dentro de un club de mafiosos. Se hace cantinero, pero cuando llega tarde después de que Skinner lo castigara, Skinner desaparece. Estrellas invitadas: Joe Mantegna y Neil Patrick Harris.|https://1.bp.blogspot.com/an6YocysZT-RcQa4mnTQ_Xz0UuDRuRWynmwsY0vkz2E=m18|||https://image.tmdb.org/t/p/original/llymRxYzp8cYnlgM6OE6175vWyY.jpg&w=200&h=110&zc=1
3|Homero al Diccionario|Cuando Homero salva por accidente a dos plantas nucleares se convierte en un héroe y es admirado por Lisa. El problema es que lo ha hecho sin saber cómo y siente que es un impostor mentiroso que no merece ningún reconocimiento. Mientras tanto, Bart y Milhouse han dejado de ser amigos porque la Sra. Van Houten considera que Bart es una mala influencia para su hijo. Estrellas invitadas: Magic Johnson, Jon Lovitz y Chick Hearn.|https://1.bp.blogspot.com/P0dIa7Cvw4KbRy8_aLkZSNrnu8-BZoy182VSk8YMmcQ=m18|||https://image.tmdb.org/t/p/original/sikkdIYDCQtjmu5g7OMY6PLKRIx.jpg&w=200&h=110&zc=1
3|De Tal Padre, Tal Payaso|Krusty va a cenar de una vez por todas para agradecer a Bart por creer en él, y revela un secreto: su verdadero nombre es Krustofsky, y no ve a su padre desde hace más de veinte años, cuando decidió hacerse payaso en lugar de rabino. Ahora, Bart y Lisa tratan de reunir al payaso y al rabino. Estrella invitada: Jackie Mason.|https://1.bp.blogspot.com/_oAGOYebBP_e96Xmp6d8-1aAD4S_2zEqKlUcXjiBm-g=m18|||https://image.tmdb.org/t/p/original/txDISUpW1AZ5XaNesaOVFBbWh9N.jpg&w=200&h=110&zc=1
3|Especial de Noche de Brujas II|En la continuación del primer Especial de noche de brujas, tres historias más de horror. Lisa, Bart y Homero comen muchas golosinas y terminan teniendo pesadillas...: - Pesadilla de Lisa: Los Simpson, en un viaje, compran una garra de mono que concede cuatro deseos... pero no sin efectos secundarios. - Pesadilla de Bart: En una parodia de un episodio clásico de Twilight Zone, todos los habitantes de Springfield tienen que ser felices, caso contrario un monstruo les hará algo. Ese monstruo es conocido como Bart Simpson, el chico con poderes mentales. - Pesadilla de Homero: Homero es despedido de la planta nuclear y consigue trabajo como cavador de tumbas. Se duerme en una tumba y es elegido por Burns para dar su cerebro a un robot.|https://1.bp.blogspot.com/WOrX9aFAFqaipc_hn9cG8iGQovfCaojA1gcKRpwXsOw=m18|||https://image.tmdb.org/t/p/original/rABQXfeJ09gsahsYmPlhhX93Feu.jpg&w=200&h=110&zc=1
3|El Pony De Lisa|Después de decepcionar a Lisa por enésima vez, Homero decide que la mejor forma de recuperar su amor es comprándole lo que ella siempre ha anhelado, un pony. El problema para Homero es que necesita más dinero para mantener los gastos del animal y ese dinero lo consigue trabajando de noche en el Kwik-E-Mart.|https://1.bp.blogspot.com/jSXM7vpi4tJP1nDpEoF7WcdA_-4jjRwgL8gpxWALCR4=m18|||https://image.tmdb.org/t/p/original/6Q9ohrz7sbY30ueUvDp9IKs1L36.jpg&w=200&h=110&zc=1
3|Tardes de Trueno|Para relacionarse con Bart, Homero lo ayuda a construir un auto de carreras 'de caja de jabón'. Martin se accidenta durante las pruebas de clasificación y Bart tiene que decidir entre darle la espalda a su padre y ser el conductor suplente de Martin, o correr en su caja de jabón y resignarse a que Nelson gane.|https://1.bp.blogspot.com/zlF6yaZW2pD-e8gHiHXcGME3hMwZBDnG8f819r1CwSQ=m18|||https://image.tmdb.org/t/p/original/miPQWtWWhrFPSQh4JHiq0cq3Atc.jpg&w=200&h=110&zc=1
3|Llamarada Moe|Homero inventa la bebida de moda en Springfield. Pero cuando Moe le roba la receta y produce con ella el suceso de su taberna, Homero busca venganza. Estrellas invitadas: Jo Ann Harris y Aerosmith.|https://1.bp.blogspot.com/YGMquy_UaJ9OzLtAAZSpLy2vb_gXGd5YgwJqElsW_5s=m18|||https://image.tmdb.org/t/p/original/4IWlg0MJxv7NES4rNLGLD3aJVuT.jpg&w=200&h=110&zc=1
3|Burns y Los Alemanes|La decisión de Burns de vender la Planta Nuclear a unos empresarios alemanes por $ 100.000.000 provoca varios cambios en la compañía, empezando por el despido del inspector de seguridad, Homero Simpson.|https://1.bp.blogspot.com/hr1n77Alfd-rbK1SY0b-jpIhpET4KkfvRzp3jkYj6Tk=m18|||https://image.tmdb.org/t/p/original/71J9UlBaYqZ56QdPXHbxo9HnogP.jpg&w=200&h=110&zc=1
3|Me Case con Marge|La posibilidad de que Marge vuelva a estar embarazada, hace que Homero recuerde los días en que él y Marge esperaban el nacimiento de Bart, allá por el año 1980. Eran unos días difíciles para la feliz pareja que, después de engendrar a su hijo antes del matrimonio, luchaban por conseguir un poco de estabilidad familiar, cosa que Homero encontró en la Planta de Energía Nuclear de Springfield.|https://1.bp.blogspot.com/3KENCsYDUG2RPGmc-JfRLp0v24WdTGLqYCFKNY-ABU8=m18|||https://image.tmdb.org/t/p/original/6aG08CcX9iD8Mwvc8ZFhrOquqmW.jpg&w=200&h=110&zc=1
3|Bart y la Radio|Es el décimo cumpleaños de Bart. Recibe un micrófono de radio, con el que empieza a hacer bromas a todo el mundo, incluyendo hacerse pasar por un tal Timmy O Toole, quien se cayó en un pozo. Estrella invitada: Sting, que interpreta la canción We are Sending Our Love Down The Well.|https://1.bp.blogspot.com/iCviuhMlpLuxG9nC8oU3qCUJR7M0hhTSExtKIBgMrvk=m18|||https://image.tmdb.org/t/p/original/ovp2WSTOlpUzPCC58UtYFjZ7Yox.jpg&w=200&h=110&zc=1
3|Los Pronosticos de Lisa|Lisa descubre que sabe predecir los resultados de los partidos de fútbol americano, lo que la acerca a Homero. Pero Lisa se da cuenta de que su relación puede terminar con la temporada.|https://1.bp.blogspot.com/yENTWIrHePn7wLjoB2Yxge08LFjKKn0UvzAHr8G87Wg=m18|||https://image.tmdb.org/t/p/original/7J73bE1B0bveXjDThkQnHRsVC1d.jpg&w=200&h=110&zc=1
3|Homero se Queda Solo|Marge se rebela contra sus días de amas de casa y se toma unas vacaciones sola en Rancho Relaxo, dejando a Bart y Lisa con Patty y Selma y a Maggie con Homero. Pero Maggie la extraña y se va en su búsqueda.|https://1.bp.blogspot.com/tRRPm4-UF87uc-DWEWXgHQWlEFX2jXs213SG8UojSiY=m18|||https://image.tmdb.org/t/p/original/cVIHYgJozLLOIypGSB5FZeVerz3.jpg&w=200&h=110&zc=1
3|Bart, el Amante|Tiene el nombre del 23º presidente de EE. UU, la cara de Gordie Howe y habla como un francés. Es el nuevo amante por carta de la señora Krabappel, o la nueva broma de Bart. Mientras, Homero hace una cucha para el perro y aprende a no decir groserías.|https://1.bp.blogspot.com/DgI_1pc3DKrZMAes2kMF__NBrCFuinkKxiwWkosspRw=m18|||https://image.tmdb.org/t/p/original/4pdG7TQPqOurobhQRskP7e5s8dT.jpg&w=200&h=110&zc=1
3|Homero al Bat|Burns apuesta $ 1.000.000 a que el equipo de su compañía puede ganarle al de una planta competidora. Para hacerlo, reemplaza su equipo regular de la compañía con Roger Clemens, Wade Boggs, Ken Griffey Jr., Steve Sax, Don Mattingly, Ozzie Smith, Darryl Strawberry, Jose Canseco, Mike Scoscia, todos profesionales del softball. Estrellas invitadas: Jon Lovitz, Terry Cashman.|https://1.bp.blogspot.com/zhcx7_k9dUA-HQdqmHOjujObo8x5AgKVtazv-81R3Yk=m18|||https://image.tmdb.org/t/p/original/8EYD0fwqtlEsoaSR0CRzpIyuOEn.jpg&w=200&h=110&zc=1
3|Vacaciones distintas|Luego de hacer el test CANT (Career Aptitude Normalization Test), Lisa descubre que su destino es ser ama de casa, mientras que el de Bart es ser policía. Mientras Bart disfruta de su autoridad, Lisa se deprime y se rebela robando los libros para maestros de toda la escuela. Estrella invitada: Steve Allen.|https://1.bp.blogspot.com/Fmsum8-owZaYRHAbhk3bu6dJkVmr-QuRtZS179thRLQ=m18|||https://image.tmdb.org/t/p/original/56WoSO35N1WGYKR8g5A1cR8cjva.jpg&w=200&h=110&zc=1
3|Nuestro Mejor Amigo|Cuando Ayudante de Santa tiene el estómago torcido, los Simpson se sacrifican para poder pagar la operación que le salva la vida. Pero cuando la actitud de la familia cambia por los sacrificios el perro se escapa y se convierte en uno de los perros de combate de Burns.|https://1.bp.blogspot.com/f1qK3qp8XsObyy2-M_2Y5NZDdnooU7emRQnwQ_UbMio=m18|||https://image.tmdb.org/t/p/original/m9mO02mvFWhuQFqli2FHuuQEEB4.jpg&w=200&h=110&zc=1
